id_mutation,date_mutation,numero_disposition,nature_mutation,valeur_fonciere,adresse_numero,adresse_suffixe,adresse_nom_voie,adresse_code_voie,code_postal,code_commune,nom_commune,code_departement,ancien_code_commune,ancien_nom_commune,id_parcelle,ancien_id_parcelle,numero_volume,lot1_numero,lot1_surface_carrez,lot2_numero,lot2_surface_carrez,lot3_numero,lot3_surface_carrez,lot4_numero,lot4_surface_carrez,lot5_numero,lot5_surface_carrez,nombre_lots,code_type_local,type_local,surface_reelle_bati,nombre_pieces_principales,code_nature_culture,nature_culture,code_nature_culture_speciale,nature_culture_speciale,surface_terrain,longitude,latitude,section_prefixe
2019-1117381,2019-11-08,2,Vente,1000000.0,,None,RUE PAUL ELUARD,1890,76800,76575,Saint-Étienne-du-Rouvray,76,None,None,76575000BE0415,None,None,None,None,None,None,None,None,None,None,None,None,0,None,None,,,AB,Terrain à bâtir,None,None,171.0,1.103496,49.389813,000BE
2019-1117381,2019-11-08,2,Vente,1000000.0,,None,RUE PAUL ELUARD,1890,76800,76575,Saint-Étienne-du-Rouvray,76,None,None,76575000BE0414,None,None,None,None,None,None,None,None,None,None,None,None,0,None,None,,,AB,Terrain à bâtir,None,None,172.0,1.103528,49.38976,000BE
2019-1117381,2019-11-08,2,Vente,1000000.0,,None,RUE PAUL ELUARD,1890,76800,76575,Saint-Étienne-du-Rouvray,76,None,None,76575000BE0413,None,None,None,None,None,None,None,None,None,None,None,None,0,None,None,,,AB,Terrain à bâtir,None,None,175.0,1.103555,49.389659,000BE
2019-1117381,2019-11-08,2,Vente,1000000.0,,None,RUE PAUL ELUARD,1890,76800,76575,Saint-Étienne-du-Rouvray,76,None,None,76575000BE0412,None,None,None,None,None,None,None,None,None,None,None,None,0,None,None,,,AB,Terrain à bâtir,None,None,176.0,1.10355,49.389602,000BE
2019-1117381,2019-11-08,2,Vente,1000000.0,,None,RUE PAUL ELUARD,1890,76800,76575,Saint-Étienne-du-Rouvray,76,None,None,76575000BE0411,None,None,None,None,None,None,None,None,None,None,None,None,0,None,None,,,AB,Terrain à bâtir,None,None,178.0,1.103596,49.3895,000BE
2019-1117381,2019-11-08,2,Vente,1000000.0,,None,RUE PAUL ELUARD,1890,76800,76575,Saint-Étienne-du-Rouvray,76,None,None,76575000BE0410,None,None,None,None,None,None,None,None,None,None,None,None,0,None,None,,,AB,Terrain à bâtir,None,None,216.0,1.103586,49.389421,000BE
2019-1117381,2019-11-08,2,Vente,1000000.0,,None,RUE PAUL ELUARD,1890,76800,76575,Saint-Étienne-du-Rouvray,76,None,None,76575000BE0409,None,None,None,None,None,None,None,None,None,None,None,None,0,None,None,,,AB,Terrain à bâtir,None,None,180.0,1.102783,49.390354,000BE
2019-1117381,2019-11-08,2,Vente,1000000.0,,None,RUE PAUL ELUARD,1890,76800,76575,Saint-Étienne-du-Rouvray,76,None,None,76575000BE0408,None,None,None,None,None,None,None,None,None,None,None,None,0,None,None,,,AB,Terrain à bâtir,None,None,180.0,1.102767,49.390435,000BE
2019-1117381,2019-11-08,2,Vente,1000000.0,,None,RUE PAUL ELUARD,1890,76800,76575,Saint-Étienne-du-Rouvray,76,None,None,76575000BE0407,None,None,None,None,None,None,None,None,None,None,None,None,0,None,None,,,AB,Terrain à bâtir,None,None,180.0,1.102748,49.390533,000BE
2019-1117381,2019-11-08,2,Vente,1000000.0,,None,RUE PAUL ELUARD,1890,76800,76575,Saint-Étienne-du-Rouvray,76,None,None,76575000BE0406,None,None,None,None,None,None,None,None,None,None,None,None,0,None,None,,,AB,Terrain à bâtir,None,None,244.0,1.102758,49.390632,000BE
2019-1117381,2019-11-08,2,Vente,1000000.0,,None,RUE PAUL ELUARD,1890,76800,76575,Saint-Étienne-du-Rouvray,76,None,None,76575000BE0405,None,None,None,None,None,None,None,None,None,None,None,None,0,None,None,,,AB,Terrain à bâtir,None,None,244.0,1.102396,49.390617,000BE
2019-1117381,2019-11-08,2,Vente,1000000.0,,None,RUE PAUL ELUARD,1890,76800,76575,Saint-Étienne-du-Rouvray,76,None,None,76575000BE0404,None,None,None,None,None,None,None,None,None,None,None,None,0,None,None,,,AB,Terrain à bâtir,None,None,180.0,1.102424,49.390506,000BE
2019-1117381,2019-11-08,2,Vente,1000000.0,,None,RUE PAUL ELUARD,1890,76800,76575,Saint-Étienne-du-Rouvray,76,None,None,76575000BE0403,None,None,None,None,None,None,None,None,None,None,None,None,0,None,None,,,AB,Terrain à bâtir,None,None,180.0,1.10244,49.390424,000BE
2019-1117381,2019-11-08,2,Vente,1000000.0,,None,RUE PAUL ELUARD,1890,76800,76575,Saint-Étienne-du-Rouvray,76,None,None,76575000BE0402,None,None,None,None,None,None,None,None,None,None,None,None,0,None,None,,,AB,Terrain à bâtir,None,None,180.0,1.102456,49.390343,000BE
2019-1117381,2019-11-08,2,Vente,1000000.0,,None,RUE PAUL ELUARD,1890,76800,76575,Saint-Étienne-du-Rouvray,76,None,None,76575000BE0401,None,None,None,None,None,None,None,None,None,None,None,None,0,None,None,,,AB,Terrain à bâtir,None,None,371.0,1.102842,49.390053,000BE
2019-1117381,2019-11-08,2,Vente,1000000.0,,None,RUE PAUL ELUARD,1890,76800,76575,Saint-Étienne-du-Rouvray,76,None,None,76575000BE0400,None,None,None,None,None,None,None,None,None,None,None,None,0,None,None,,,AB,Terrain à bâtir,None,None,371.0,1.102809,49.390221,000BE
2019-1117381,2019-11-08,2,Vente,1000000.0,,None,RUE PAUL ELUARD,1890,76800,76575,Saint-Étienne-du-Rouvray,76,None,None,76575000BE0399,None,None,None,None,None,None,None,None,None,None,None,None,0,None,None,,,AB,Terrain à bâtir,None,None,371.0,1.102479,49.390227,000BE
2019-1117381,2019-11-08,2,Vente,1000000.0,,None,RUE PAUL ELUARD,1890,76800,76575,Saint-Étienne-du-Rouvray,76,None,None,76575000BE0398,None,None,None,None,None,None,None,None,None,None,None,None,0,None,None,,,AB,Terrain à bâtir,None,None,371.0,1.102512,49.390059,000BE
2019-1117381,2019-11-08,2,Vente,1000000.0,,None,RUE PAUL ELUARD,1890,76800,76575,Saint-Étienne-du-Rouvray,76,None,None,76575000BE0397,None,None,None,None,None,None,None,None,None,None,None,None,0,None,None,,,AB,Terrain à bâtir,None,None,263.0,1.102925,49.389654,000BE
2019-1117381,2019-11-08,2,Vente,1000000.0,,None,RUE PAUL ELUARD,1890,76800,76575,Saint-Étienne-du-Rouvray,76,None,None,76575000BE0396,None,None,None,None,None,None,None,None,None,None,None,None,0,None,None,,,AB,Terrain à bâtir,None,None,180.0,1.102896,49.389774,000BE
2019-1117381,2019-11-08,2,Vente,1000000.0,,None,RUE PAUL ELUARD,1890,76800,76575,Saint-Étienne-du-Rouvray,76,None,None,76575000BE0395,None,None,None,None,None,None,None,None,None,None,None,None,0,None,None,,,AB,Terrain à bâtir,None,None,180.0,1.10288,49.389856,000BE
2019-1117381,2019-11-08,2,Vente,1000000.0,,None,RUE PAUL ELUARD,1890,76800,76575,Saint-Étienne-du-Rouvray,76,None,None,76575000BE0394,None,None,None,None,None,None,None,None,None,None,None,None,0,None,None,,,AB,Terrain à bâtir,None,None,180.0,1.102864,49.389937,000BE
2019-1117381,2019-11-08,2,Vente,1000000.0,,None,RUE PAUL ELUARD,1890,76800,76575,Saint-Étienne-du-Rouvray,76,None,None,76575000BE0393,None,None,None,None,None,None,None,None,None,None,None,None,0,None,None,,,AB,Terrain à bâtir,None,None,180.0,1.102538,49.389926,000BE
2019-1117381,2019-11-08,2,Vente,1000000.0,,None,RUE PAUL ELUARD,1890,76800,76575,Saint-Étienne-du-Rouvray,76,None,None,76575000BE0392,None,None,None,None,None,None,None,None,None,None,None,None,0,None,None,,,AB,Terrain à bâtir,None,None,180.0,1.102554,49.389845,000BE
2019-1117381,2019-11-08,2,Vente,1000000.0,,None,RUE PAUL ELUARD,1890,76800,76575,Saint-Étienne-du-Rouvray,76,None,None,76575000BE0391,None,None,None,None,None,None,None,None,None,None,None,None,0,None,None,,,AB,Terrain à bâtir,None,None,180.0,1.10257,49.389764,000BE
2019-1117381,2019-11-08,2,Vente,1000000.0,,None,RUE PAUL ELUARD,1890,76800,76575,Saint-Étienne-du-Rouvray,76,None,None,76575000BE0390,None,None,None,None,None,None,None,None,None,None,None,None,0,None,None,,,AB,Terrain à bâtir,None,None,230.0,1.102559,49.389654,000BE
2019-1117381,2019-11-08,2,Vente,1000000.0,,None,RUE PAUL ELUARD,1890,76800,76575,Saint-Étienne-du-Rouvray,76,None,None,76575000BE0389,None,None,None,None,None,None,None,None,None,None,None,None,0,None,None,,,AB,Terrain à bâtir,None,None,499.0,1.102294,49.389439,000BE
2019-1117381,2019-11-08,2,Vente,1000000.0,,None,RUE PAUL ELUARD,1890,76800,76575,Saint-Étienne-du-Rouvray,76,None,None,76575000BE0388,None,None,None,None,None,None,None,None,None,None,None,None,0,None,None,,,AB,Terrain à bâtir,None,None,376.0,1.102627,49.38945,000BE
2019-1117381,2019-11-08,2,Vente,1000000.0,,None,RUE PAUL ELUARD,1890,76800,76575,Saint-Étienne-du-Rouvray,76,None,None,76575000BE0387,None,None,None,None,None,None,None,None,None,None,None,None,0,None,None,,,AB,Terrain à bâtir,None,None,376.0,1.102861,49.389474,000BE
2019-1117381,2019-11-08,2,Vente,1000000.0,,None,RUE PAUL ELUARD,1890,76800,76575,Saint-Étienne-du-Rouvray,76,None,None,76575000BE0386,None,None,None,None,None,None,None,None,None,None,None,None,0,None,None,,,AB,Terrain à bâtir,None,None,376.0,1.103088,49.389474,000BE
2019-1117381,2019-11-08,2,Vente,1000000.0,,None,RUE PAUL ELUARD,1890,76800,76575,Saint-Étienne-du-Rouvray,76,None,None,76575000BE0385,None,None,None,None,None,None,None,None,None,None,None,None,0,None,None,,,AB,Terrain à bâtir,None,None,450.0,1.103285,49.389503,000BE
2019-1116405,2019-09-20,1,Vente,198000.0,5.0,None,RUE J BAPTISTE CLEMENT,1260,76800,76575,Saint-Étienne-du-Rouvray,76,None,None,76575000BE0083,None,None,None,None,None,None,None,None,None,None,None,None,0,1,Maison,63.0,4.0,S,sols,None,None,454.0,1.103594,49.388477,000BE
2019-1116300,2019-09-18,1,Vente,166800.0,3.0,None,RUE J BAPTISTE CLEMENT,1260,76800,76575,Saint-Étienne-du-Rouvray,76,None,None,76575000BE0081,None,None,None,None,None,None,None,None,None,None,None,None,0,1,Maison,81.0,5.0,S,sols,None,None,412.0,1.1038,49.388634,000BE
2019-1115839,2019-08-08,1,Vente,224100.0,50.0,None,RUE JEAN RONDEAUX,2302,76800,76575,Saint-Étienne-du-Rouvray,76,None,None,76575000BE0362,None,None,None,None,None,None,None,None,None,None,None,None,0,1,Maison,140.0,7.0,AG,terrains d'agrément,None,None,562.0,1.100367,49.387188,000BE
2019-1115839,2019-08-08,1,Vente,224100.0,50.0,None,RUE JEAN RONDEAUX,2302,76800,76575,Saint-Étienne-du-Rouvray,76,None,None,76575000BE0362,None,None,None,None,None,None,None,None,None,None,None,None,0,1,Maison,140.0,7.0,S,sols,None,None,500.0,1.100367,49.387188,000BE
2019-1115116,2019-07-19,1,Vente,158000.0,10.0,None,RUE EUGENE POTTIER,820,76800,76575,Saint-Étienne-du-Rouvray,76,None,None,76575000BE0066,None,None,None,None,None,None,None,None,None,None,None,None,0,1,Maison,68.0,4.0,S,sols,None,None,463.0,1.102541,49.389283,000BE
2019-1114477,2019-06-28,1,Vente,278400.0,19.0,None,RUE ROBERT DESNOS,2205,76800,76575,Saint-Étienne-du-Rouvray,76,None,None,76575000BE0282,None,None,None,None,None,None,None,None,None,None,None,None,0,1,Maison,137.0,5.0,AG,terrains d'agrément,None,None,403.0,1.097999,49.386663,000BE
2019-1114477,2019-06-28,1,Vente,278400.0,19.0,None,RUE ROBERT DESNOS,2205,76800,76575,Saint-Étienne-du-Rouvray,76,None,None,76575000BE0282,None,None,None,None,None,None,None,None,None,None,None,None,0,1,Maison,137.0,5.0,S,sols,None,None,500.0,1.097999,49.386663,000BE
2019-1114351,2019-06-06,1,Vente,306500.0,12.0,None,RUE SONIA DELAUNAY,2332,76800,76575,Saint-Étienne-du-Rouvray,76,None,None,76575000BE0303,None,None,None,None,None,None,None,None,None,None,None,None,0,1,Maison,133.0,4.0,S,sols,None,None,629.0,1.097797,49.384191,000BE
2019-1112717,2019-03-08,1,Vente,235200.0,26.0,None,CHE DU BIC AUBERT,273,76800,76575,Saint-Étienne-du-Rouvray,76,None,None,76575000BE0169,None,None,None,None,None,None,None,None,None,None,None,None,0,1,Maison,87.0,4.0,S,sols,None,None,540.0,1.101926,49.388371,000BE
2018-1036260,2018-11-12,1,Vente,180000.0,30.0,B,RUE PAUL ELUARD,1890,76800,76575,Saint-Étienne-du-Rouvray,76,None,None,76575000BE0357,None,None,None,None,None,None,None,None,None,None,None,None,0,1,Maison,77.0,4.0,S,sols,None,None,212.0,1.103322,49.388019,000BE
2018-1036260,2018-11-12,1,Vente,180000.0,30.0,None,RUE PAUL ELUARD,1890,76800,76575,Saint-Étienne-du-Rouvray,76,None,None,76575000BE0360,None,None,None,None,None,None,None,None,None,None,None,None,0,None,None,,,S,sols,None,None,141.0,1.10371,49.388134,000BE
2018-1035998,2018-11-08,1,Vente,170100.0,11.0,None,RUE ROBERT DESNOS,2205,76800,76575,Saint-Étienne-du-Rouvray,76,None,None,76575000BE0027,None,None,None,None,None,None,None,None,None,None,None,None,0,1,Maison,63.0,4.0,S,sols,None,None,676.0,1.096877,49.386455,000BE
2018-1036020,2018-11-05,1,Vente,176000.0,7.0,None,RUE EUGENE POTTIER,820,76800,76575,Saint-Étienne-du-Rouvray,76,None,None,76575000BE0071,None,None,None,None,None,None,None,None,None,None,None,None,0,1,Maison,81.0,5.0,S,sols,None,None,327.0,1.102759,49.388743,000BE
2018-1034934,2018-09-07,1,Vente,209500.0,44.0,None,RUE PAUL ELUARD,1890,76800,76575,Saint-Étienne-du-Rouvray,76,None,None,76575000BE0187,None,None,None,None,None,None,None,None,None,None,None,None,0,1,Maison,129.0,4.0,S,sols,None,None,444.0,1.102795,49.387708,000BE
2018-1034934,2018-09-07,1,Vente,209500.0,,None,RUE PAUL ELUARD,1890,76800,76575,Saint-Étienne-du-Rouvray,76,None,None,76575000BE0193,None,None,None,None,None,None,None,None,None,None,None,None,0,None,None,,,S,sols,None,None,977.0,1.103267,49.387591,000BE
2018-1034934,2018-09-07,1,Vente,209500.0,44.0,None,RUE PAUL ELUARD,1890,76800,76575,Saint-Étienne-du-Rouvray,76,None,None,76575000BE0342,None,None,None,None,None,None,None,None,None,None,None,None,0,None,None,,,S,sols,None,None,233.0,1.10263,49.387864,000BE
2018-1033003,2018-06-21,2,Vente,170000.0,30.0,B,RUE PAUL ELUARD,1890,76800,76575,Saint-Étienne-du-Rouvray,76,None,None,76575000BE0357,None,None,None,None,None,None,None,None,None,None,None,None,0,1,Maison,77.0,4.0,S,sols,None,None,212.0,1.103322,49.388019,000BE
2018-1033003,2018-06-21,2,Vente,170000.0,30.0,B,RUE PAUL ELUARD,1890,76800,76575,Saint-Étienne-du-Rouvray,76,None,None,76575000BE0358,None,None,None,None,None,None,None,None,None,None,None,None,0,1,Maison,77.0,4.0,S,sols,None,None,144.0,1.103459,49.38801,000BE
2018-1033003,2018-06-21,2,Vente,170000.0,30.0,None,RUE PAUL ELUARD,1890,76800,76575,Saint-Étienne-du-Rouvray,76,None,None,76575000BE0359,None,None,None,None,None,None,None,None,None,None,None,None,0,None,None,,,S,sols,None,None,70.0,1.103446,49.388107,000BE
2018-1033003,2018-06-21,2,Vente,170000.0,30.0,None,RUE PAUL ELUARD,1890,76800,76575,Saint-Étienne-du-Rouvray,76,None,None,76575000BE0360,None,None,None,None,None,None,None,None,None,None,None,None,0,None,None,,,S,sols,None,None,141.0,1.10371,49.388134,000BE
2018-1033003,2018-06-21,2,Vente,170000.0,,None,RUE PAUL ELUARD,1890,76800,76575,Saint-Étienne-du-Rouvray,76,None,None,76575000BE0361,None,None,None,None,None,None,None,None,None,None,None,None,0,None,None,,,S,sols,None,None,5.0,1.103513,49.388107,000BE
2017-545022,2017-11-10,1,Vente,165000.0,6.0,None,RUE ANATOLE FRANCE,120,76800,76575,Saint-Étienne-du-Rouvray,76,None,None,76575000BE0136,None,None,None,None,None,None,None,None,None,None,None,None,0,1,Maison,73.0,2.0,S,sols,None,None,438.0,1.102016,49.385677,000BE
2017-544824,2017-10-09,1,Vente,230000.0,88.0,None,RUE JEAN RONDEAUX,2302,76800,76575,Saint-Étienne-du-Rouvray,76,None,None,76575000BE0201,None,None,None,None,None,None,None,None,None,None,None,None,0,1,Maison,147.0,4.0,L,landes,None,None,729.0,1.097404,49.385879,000BE
2017-544066,2017-08-31,1,Vente,187530.0,22.0,None,RUE ANATOLE FRANCE,120,76800,76575,Saint-Étienne-du-Rouvray,76,None,None,76575000BE0126,None,None,None,None,None,None,None,None,None,None,None,None,0,1,Maison,102.0,4.0,S,sols,None,None,894.0,1.10075,49.385615,000BE
2022-360155,2022-03-18,1,Vente,150300.0,7.0,None,RUE DES FRERES LUMIERE,930,76800,76575,Saint-Étienne-du-Rouvray,76,None,None,76575000BH0053,None,None,None,,None,,None,None,None,None,None,None,0,1,Maison,90.0,4.0,S,sols,None,None,376.0,1.094234,49.387607,000BH
2022-359099,2022-01-10,1,Vente,292550.0,6.0,None,RUE BENJAMIN FRANKLIN,260,76800,76575,Saint-Étienne-du-Rouvray,76,None,None,76575000BH0307,None,None,None,,None,,None,None,None,None,None,None,0,1,Maison,106.0,4.0,S,sols,None,None,483.0,1.090388,49.386909,000BH
2021-1183987,2021-10-11,1,Vente,307500.0,62.0,None,RUE DES FUSILLES,940,76800,76575,Saint-Étienne-du-Rouvray,76,None,None,76575000BH0003,None,None,None,,None,,None,None,None,None,None,None,0,1,Maison,85.0,5.0,S,sols,None,None,117.0,1.087889,49.385355,000BH
2021-1183987,2021-10-11,1,Vente,307500.0,62.0,None,RUE DES FUSILLES,940,76800,76575,Saint-Étienne-du-Rouvray,76,None,None,76575000BH0003,None,None,None,,None,,None,None,None,None,None,None,0,1,Maison,85.0,5.0,J,jardins,POTAG,Jardin potager,907.0,1.087889,49.385355,000BH
2021-1183648,2021-09-24,1,Vente,156300.0,36.0,None,RUE DE STALINGRAD,2340,76800,76575,Saint-Étienne-du-Rouvray,76,None,None,76575000BH0072,None,None,None,,None,,None,None,None,None,None,None,0,1,Maison,80.0,4.0,S,sols,None,None,278.0,1.094967,49.386874,000BH
2021-1183648,2021-09-24,1,Vente,156300.0,36.0,None,RUE DE STALINGRAD,2340,76800,76575,Saint-Étienne-du-Rouvray,76,None,None,76575000BH0072,None,None,None,,None,,None,None,None,None,None,None,0,3,Dépendance,,0.0,S,sols,None,None,278.0,1.094967,49.386874,000BH
2021-1183648,2021-09-24,1,Vente,156300.0,36.0,None,RUE DE STALINGRAD,2340,76800,76575,Saint-Étienne-du-Rouvray,76,None,None,76575000BH0072,None,None,None,,None,,None,None,None,None,None,None,0,3,Dépendance,,0.0,S,sols,None,None,278.0,1.094967,49.386874,000BH
2021-1182670,2021-09-03,1,Vente,145000.0,4.0,None,RUE DOCTEUR PAVLOV,640,76800,76575,Saint-Étienne-du-Rouvray,76,None,None,76575000BH0155,None,None,None,,None,,None,None,None,None,None,None,0,1,Maison,76.0,4.0,S,sols,None,None,565.0,1.093141,49.386208,000BH
2021-1182670,2021-09-03,1,Vente,145000.0,4.0,None,RUE DOCTEUR PAVLOV,640,76800,76575,Saint-Étienne-du-Rouvray,76,None,None,76575000BH0155,None,None,None,,None,,None,None,None,None,None,None,0,3,Dépendance,,0.0,S,sols,None,None,565.0,1.093141,49.386208,000BH
2021-1182589,2021-08-31,1,Vente,102400.0,2.0,None,RUE PAUL LANGEVIN,1900,76800,76575,Saint-Étienne-du-Rouvray,76,None,None,76575000BH0030,None,None,213,,223,73.3,232,None,None,None,None,None,3,2,Appartement,73.0,4.0,None,None,None,None,,1.093953,49.388219,000BH
2021-1182589,2021-08-31,1,Vente,102400.0,2.0,None,RUE PAUL LANGEVIN,1900,76800,76575,Saint-Étienne-du-Rouvray,76,None,None,76575000BH0030,None,None,213,,223,73.3,232,None,None,None,None,None,3,3,Dépendance,,0.0,None,None,None,None,,1.093953,49.388219,000BH
2021-1182589,2021-08-31,1,Vente,102400.0,2.0,None,RUE PAUL LANGEVIN,1900,76800,76575,Saint-Étienne-du-Rouvray,76,None,None,76575000BH0030,None,None,213,,223,73.3,232,None,None,None,None,None,3,3,Dépendance,,0.0,None,None,None,None,,1.093953,49.388219,000BH
2021-1182338,2021-08-20,1,Vente,58000.0,8.0,None,RUE PAUL LANGEVIN,1900,76800,76575,Saint-Étienne-du-Rouvray,76,None,None,76575000BH0030,None,None,302,,312,,318,None,None,None,None,None,3,2,Appartement,63.0,3.0,None,None,None,None,,1.093953,49.388219,000BH
2021-1182338,2021-08-20,1,Vente,58000.0,8.0,None,RUE PAUL LANGEVIN,1900,76800,76575,Saint-Étienne-du-Rouvray,76,None,None,76575000BH0030,None,None,302,,312,,318,None,None,None,None,None,3,3,Dépendance,,0.0,None,None,None,None,,1.093953,49.388219,000BH
2021-1182338,2021-08-20,1,Vente,58000.0,8.0,None,RUE PAUL LANGEVIN,1900,76800,76575,Saint-Étienne-du-Rouvray,76,None,None,76575000BH0030,None,None,302,,312,,318,None,None,None,None,None,3,3,Dépendance,,0.0,None,None,None,None,,1.093953,49.388219,000BH
2021-1182525,2021-08-13,1,Vente,257150.0,46.0,None,RUE DES FUSILLES,940,76800,76575,Saint-Étienne-du-Rouvray,76,None,None,76575000BH0271,None,None,None,,None,,None,None,None,None,None,None,0,1,Maison,101.0,5.0,S,sols,None,None,866.0,1.090448,49.385474,000BH
2021-1182525,2021-08-13,1,Vente,257150.0,46.0,None,RUE DES FUSILLES,940,76800,76575,Saint-Étienne-du-Rouvray,76,None,None,76575000BH0270,None,None,None,,None,,None,None,None,None,None,None,0,None,None,,,S,sols,None,None,313.0,1.090726,49.385626,000BH
2021-1182167,2021-08-02,1,Vente,125000.0,12.0,None,RUE DOCTEUR PAVLOV,640,76800,76575,Saint-Étienne-du-Rouvray,76,None,None,76575000BH0144,None,None,None,,None,,None,None,None,None,None,None,0,1,Maison,116.0,5.0,S,sols,None,None,640.0,1.092362,49.385922,000BH
2021-1182167,2021-08-02,1,Vente,125000.0,12.0,None,RUE DOCTEUR PAVLOV,640,76800,76575,Saint-Étienne-du-Rouvray,76,None,None,76575000BH0144,None,None,None,,None,,None,None,None,None,None,None,0,3,Dépendance,,0.0,S,sols,None,None,640.0,1.092362,49.385922,000BH
2021-1182167,2021-08-02,1,Vente,125000.0,,None,RUE GASTON CONTREMOULINS,990,76800,76575,Saint-Étienne-du-Rouvray,76,None,None,76575000BH0292,None,None,None,,None,,None,None,None,None,None,None,0,None,None,,,S,sols,None,None,8691.0,1.093538,49.386579,000BH
2021-1182357,2021-07-28,1,Vente,147000.0,23.0,None,RUE DOCTEUR SEMMELWEIS,660,76800,76575,Saint-Étienne-du-Rouvray,76,None,None,76575000BH0151,None,None,None,,None,,None,None,None,None,None,None,0,1,Maison,70.0,4.0,S,sols,None,None,522.0,1.092811,49.386556,000BH
2021-1181835,2021-07-27,1,Vente,9000.0,10.0,None,RUE PAUL LANGEVIN,1900,76800,76575,Saint-Étienne-du-Rouvray,76,None,None,76575000BH0030,None,None,1,,None,,None,None,None,None,None,None,1,3,Dépendance,,0.0,None,None,None,None,,1.093953,49.388219,000BH
2021-1181502,2021-07-13,1,Vente,158500.0,25.0,None,RUE DES FUSILLES,940,76800,76575,Saint-Étienne-du-Rouvray,76,None,None,76575000BH0215,None,None,None,,None,,None,None,None,None,None,None,0,1,Maison,67.0,4.0,S,sols,None,None,94.0,1.091978,49.3852,000BH
2021-1181502,2021-07-13,1,Vente,158500.0,25.0,None,RUE DES FUSILLES,940,76800,76575,Saint-Étienne-du-Rouvray,76,None,None,76575000BH0215,None,None,None,,None,,None,None,None,None,None,None,0,1,Maison,67.0,4.0,J,jardins,POTAG,Jardin potager,640.0,1.091978,49.3852,000BH
2021-1181413,2021-07-02,1,Vente,200000.0,8.0,None,RUE JACQUES SOLOMON,1235,76800,76575,Saint-Étienne-du-Rouvray,76,None,None,76575000BH0130,None,None,None,,None,,None,None,None,None,None,None,0,1,Maison,85.0,4.0,S,sols,None,None,405.0,1.091624,49.385726,000BH
2021-1181236,2021-06-17,1,Vente,158690.0,10.0,None,RUE DE STALINGRAD,2340,76800,76575,Saint-Étienne-du-Rouvray,76,None,None,76575000BH0388,None,None,None,,None,,None,None,None,None,None,None,0,1,Maison,70.0,4.0,S,sols,None,None,326.0,1.094483,49.388573,000BH
2021-1181236,2021-06-17,1,Vente,158690.0,10.0,None,RUE DE STALINGRAD,2340,76800,76575,Saint-Étienne-du-Rouvray,76,None,None,76575000BH0393,None,None,None,,None,,None,None,None,None,None,None,0,3,Dépendance,,0.0,S,sols,None,None,19.0,1.094714,49.388799,000BH
2021-1181236,2021-06-17,1,Vente,158690.0,2.0,None,RUE DE STALINGRAD,2340,76800,76575,Saint-Étienne-du-Rouvray,76,None,None,76575000BH0397,None,None,None,,None,,None,None,None,None,None,None,0,None,None,,,S,sols,None,None,694.0,1.094927,49.388701,000BH
2021-1180920,2021-06-11,1,Vente,159000.0,2.0,None,RUE AMBROISE PARE,80,76800,76575,Saint-Étienne-du-Rouvray,76,None,None,76575000BH0047,None,None,None,,None,,None,None,None,None,None,None,0,1,Maison,65.0,4.0,S,sols,None,None,474.0,1.095104,49.387765,000BH
2021-1180999,2021-06-07,1,Vente,72000.0,2.0,None,RUE PAUL LANGEVIN,1900,76800,76575,Saint-Étienne-du-Rouvray,76,None,None,76575000BH0030,None,None,216,,226,62.34,234,None,None,None,None,None,3,2,Appartement,63.0,3.0,None,None,None,None,,1.093953,49.388219,000BH
2021-1180999,2021-06-07,1,Vente,72000.0,2.0,None,RUE PAUL LANGEVIN,1900,76800,76575,Saint-Étienne-du-Rouvray,76,None,None,76575000BH0030,None,None,216,,226,62.34,234,None,None,None,None,None,3,3,Dépendance,,0.0,None,None,None,None,,1.093953,49.388219,000BH
2021-1180999,2021-06-07,1,Vente,72000.0,2.0,None,RUE PAUL LANGEVIN,1900,76800,76575,Saint-Étienne-du-Rouvray,76,None,None,76575000BH0030,None,None,216,,226,62.34,234,None,None,None,None,None,3,3,Dépendance,,0.0,None,None,None,None,,1.093953,49.388219,000BH
2021-1180132,2021-05-18,1,Vente,185900.0,9.0,None,RUE DES FRERES LUMIERE,930,76800,76575,Saint-Étienne-du-Rouvray,76,None,None,76575000BH0056,None,None,None,,None,,None,None,None,None,None,None,0,1,Maison,80.0,4.0,S,sols,None,None,366.0,1.093944,49.387498,000BH
2021-1180539,2021-05-18,1,Vente,179300.0,6.0,None,RUE NIKOLA TESLA,1774,76800,76575,Saint-Étienne-du-Rouvray,76,None,None,76575000BH0368,None,None,None,,None,,None,None,None,None,None,None,0,1,Maison,78.0,4.0,S,sols,None,None,437.0,1.091551,49.388634,000BH
2021-1180089,2021-05-12,1,Vente,104000.0,10.0,None,RUE PAUL LANGEVIN,1900,76800,76575,Saint-Étienne-du-Rouvray,76,None,None,76575000BH0030,None,None,13,,22,73.19,31,None,None,None,None,None,3,2,Appartement,73.0,4.0,None,None,None,None,,1.093953,49.388219,000BH
2021-1180089,2021-05-12,1,Vente,104000.0,10.0,None,RUE PAUL LANGEVIN,1900,76800,76575,Saint-Étienne-du-Rouvray,76,None,None,76575000BH0030,None,None,13,,22,73.19,31,None,None,None,None,None,3,3,Dépendance,,0.0,None,None,None,None,,1.093953,49.388219,000BH
